head	relation	tail
C0795367	subgroupOf	C0024476
C0978501	subgroupOf	C0721688
C0976493	subgroupOf	C0702304
C3530500	subgroupOf	C2827241
C1168733	subgroupOf	C0037494
C0690519	subgroupOf	C0039902
C3153380	subgroupOf	C0796545
C0975372	subgroupOf	C0007555
C0975375	subgroupOf	C0007555
C0976340	subgroupOf	C0700583
C0694315	subgroupOf	C0772394
C0355172	subgroupOf	C0009079
C0975387	subgroupOf	C0055011
C4048834	subgroupOf	C2349941
C0694127	subgroupOf	C0017066
C0774200	subgroupOf	C0031184
C3534997	subgroupOf	C1958126
C4018726	subgroupOf	C0700545
C0687940	subgroupOf	C0004147
C0979928	subgroupOf	C0084273
C2346234	subgroupOf	C0770893
C2316992	subgroupOf	C1328071
C3652278	subgroupOf	C2987648
C1614902	subgroupOf	C0033979
C0936634	subgroupOf	C0248719
C0690193	subgroupOf	C0282321
C1509275	subgroupOf	C0700480
C0794438	subgroupOf	C0040845
C0794689	subgroupOf	C0064636
C0980247	subgroupOf	C0142825
C1319720	subgroupOf	C0073393
C0974632	subgroupOf	C0165603
C0977533	subgroupOf	C0020261
C0976577	subgroupOf	C0013530
C1165184	subgroupOf	C0772501
C0974326	subgroupOf	C0002640
C3666420	subgroupOf	C0041942
C0689170	subgroupOf	C0020740
C0978760	subgroupOf	C0536495
C1321182	subgroupOf	C1145759
C0976201	subgroupOf	C0350422
C0786453	subgroupOf	C0040845
C0979809	subgroupOf	C0033399
C0981557	subgroupOf	C0024056
C3695406	subgroupOf	C0936148
C0980565	subgroupOf	C0039771
C0978377	subgroupOf	C0282398
C0979387	subgroupOf	C0031007
C4294579	subgroupOf	C0282274
C0976421	subgroupOf	C0012472
C1164796	subgroupOf	C0949312
C0688175	subgroupOf	C0053882
C3642620	subgroupOf	C0058731
C0689999	subgroupOf	C0031862
C4282233	subgroupOf	C0037494
C0976072	subgroupOf	C0010977
C0773656	subgroupOf	C0011148
C2920342	subgroupOf	C0061851
C3864327	subgroupOf	C3864327
C0976993	subgroupOf	C0304658
C0692387	subgroupOf	C0034235
C1168696	subgroupOf	C1170743
C0976323	subgroupOf	C0012010
C4048401	subgroupOf	C0546869
C0703913	subgroupOf	C0033215
C0773367	subgroupOf	C0017725
C0978361	subgroupOf	C0282227
C3883339	subgroupOf	C0058731
C0687780	subgroupOf	C0050451
C0975772	subgroupOf	C0009137
C0779901	subgroupOf	C0009262
C0979175	subgroupOf	C0029997
C3153717	subgroupOf	C0040134
C1576588	subgroupOf	C0016299
C0693317	subgroupOf	C0107994
C0975604	subgroupOf	C0355077
C4083187	subgroupOf	C0546861
C1164983	subgroupOf	C1145760
C0688338	subgroupOf	C0008809
C0979829	subgroupOf	C0700465
C0977193	subgroupOf	C0017628
C0980588	subgroupOf	C0039771
C1619000	subgroupOf	C0012265
C0688955	subgroupOf	C3854019
C3163041	subgroupOf	C0015846
C1277026	subgroupOf	C0538727
C0973887	subgroupOf	C0051113
C2927691	subgroupOf	C1170743
C0689277	subgroupOf	C0022252
C0977619	subgroupOf	C0020268
C4551843	subgroupOf	C0700545
C0774445	subgroupOf	C0034262
C3265598	subgroupOf	C0022322
C0778017	subgroupOf	C0010711
C2937612	subgroupOf	C0039607
C0709787	subgroupOf	C0700579
C0777938	subgroupOf	C0057626
C0991737	subgroupOf	C0292818
C2731246	subgroupOf	C0050559
C1614225	subgroupOf	C0876769
C0975704	subgroupOf	C0008947
C0974602	subgroupOf	C0004057
C2756639	subgroupOf	C0282304
C0978639	subgroupOf	C0086620
C0982889	subgroupOf	C0038774
C1995842	subgroupOf	C0700580
C1616754	subgroupOf	C0379200
C3154591	subgroupOf	C1170743
C0979190	subgroupOf	C0055578
C0977506	subgroupOf	C0282198
C1572583	subgroupOf	C0304300
C0976507	subgroupOf	C0243237
C0774363	subgroupOf	C0127615
C1694513	subgroupOf	C1695579
C0976742	subgroupOf	C0014912
C0542710	subgroupOf	C0001367
C1161486	subgroupOf	C0021246
C1168736	subgroupOf	C0050940
C3474023	subgroupOf	C0022265
C0981166	subgroupOf	C0251504
C1962146	subgroupOf	C0596005
C1177071	subgroupOf	C0006931
C0792592	subgroupOf	C0066814
C1329328	subgroupOf	C0700579
C2369863	subgroupOf	C0282304
C0981141	subgroupOf	C0376218
C0976352	subgroupOf	C0591771
C0705941	subgroupOf	C0076829
C0708684	subgroupOf	C0017887
C0775263	subgroupOf	C0020268
C0980568	subgroupOf	C0039771
C0975683	subgroupOf	C0008845
C0773592	subgroupOf	C0016410
C4051378	subgroupOf	C1999375
C4082630	subgroupOf	C0132182
C0974975	subgroupOf	C0005575
C0697781	subgroupOf	C0064636
C0937409	subgroupOf	C0049506
C1964296	subgroupOf	C1667052
C0978970	subgroupOf	C0027996
C0981311	subgroupOf	C0006681
C2719981	subgroupOf	C0353148
C0980429	subgroupOf	C0075632
C0690825	subgroupOf	C0031412
C0975076	subgroupOf	C0304358
C2711986	subgroupOf	C0981703
C4082866	subgroupOf	C0979164
C0691533	subgroupOf	C0020268
C1576505	subgroupOf	C0146011
C0691383	subgroupOf	C0004963
C4084601	subgroupOf	C4082678
C0974957	subgroupOf	C0765273
C0974350	subgroupOf	C0002645
C0975435	subgroupOf	C0007716
C1354998	subgroupOf	C0055895
C0979504	subgroupOf	C0237417
C1164214	subgroupOf	C0700553
C1711926	subgroupOf	C1170743
C0789290	subgroupOf	C0028027
C2366389	subgroupOf	C0893761
C1961967	subgroupOf	C0033308
C0978578	subgroupOf	C0025746
C0974649	subgroupOf	C0596005
C0981769	subgroupOf	C0039925
C0977947	subgroupOf	C0022176
C0794455	subgroupOf	C0700579
C0981800	subgroupOf	C0078844
C0688071	subgroupOf	C0700444
C0981641	subgroupOf	C0028833
C0687786	subgroupOf	C0001367
C0694372	subgroupOf	C0074554
C0978051	subgroupOf	C0064326
C0358091	subgroupOf	C0005088
C0974578	subgroupOf	C0003968
C4082216	subgroupOf	C0002475
C0355419	subgroupOf	C0061851
C0976277	subgroupOf	C0011824
C1813175	subgroupOf	C0066814
C0705878	subgroupOf	C0674428
C0786338	subgroupOf	C0009137
C0788926	subgroupOf	C0027996
C0690272	subgroupOf	C0072973
C0774251	subgroupOf	C0353148
C0710311	subgroupOf	C0004963
C2341811	subgroupOf	C0036079
C0979274	subgroupOf	C0030350
C0789639	subgroupOf	C0030125
C0977950	subgroupOf	C0022181
C2341965	subgroupOf	C1170743
C3864341	subgroupOf	C0546868
C0980415	subgroupOf	C0038774
C0978566	subgroupOf	C0066282
C0975409	subgroupOf	C0007561
C2684247	subgroupOf	C0247194
C4282061	subgroupOf	C0037494
C0974951	subgroupOf	C0005308
C1168727	subgroupOf	C0173083
C4019964	subgroupOf	C0257190
C3882679	subgroupOf	C0030520
C3887869	subgroupOf	C0058731
C0785584	subgroupOf	C0009137
C0978005	subgroupOf	C0064079
C0689912	subgroupOf	C0030817
C0981114	subgroupOf	C0042874
C0688874	subgroupOf	C0016277
C3475377	subgroupOf	C0282140
C0980403	subgroupOf	C0038702
C3857351	subgroupOf	C3700399
C0691131	subgroupOf	C0004057
C0975369	subgroupOf	C0007554
C1996431	subgroupOf	C3489575
C0689488	subgroupOf	C0127615
C0980259	subgroupOf	C0037508
C0979356	subgroupOf	C0030858
C0979172	subgroupOf	C0029983
C0975385	subgroupOf	C0055011
C3265871	subgroupOf	C2987716
C0732302	subgroupOf	C0939234
C0688856	subgroupOf	C0015837
C4017972	subgroupOf	C3264621
C1995613	subgroupOf	C0169964
C0978506	subgroupOf	C0721688
C0974533	subgroupOf	C0051241
C0706063	subgroupOf	C0724511
C0688317	subgroupOf	C0008294
C0981746	subgroupOf	C0041031
C1740785	subgroupOf	C0717668
C1704136	subgroupOf	C1619966
C0936987	subgroupOf	C0032950
C0780985	subgroupOf	C0700579
C0980821	subgroupOf	C0077004
C4294578	subgroupOf	C0282274
C0976780	subgroupOf	C0014938
C3497728	subgroupOf	C1718383
C0690451	subgroupOf	C0039600
C4083190	subgroupOf	C0546861
C4048670	subgroupOf	C0015020
C1967857	subgroupOf	C0117996
C2368834	subgroupOf	C0213404
C0981760	subgroupOf	C0771029
C0781708	subgroupOf	C0018242
C0981730	subgroupOf	C0075632
C2938112	subgroupOf	C0700480
C0978299	subgroupOf	C0065512
C1695419	subgroupOf	C0073393
C1584930	subgroupOf	C0376218
C1712033	subgroupOf	C0007716
C0979521	subgroupOf	C0071002
C1877844	subgroupOf	C1877845
C0979700	subgroupOf	C0032857
C0689527	subgroupOf	C0025644
C0974955	subgroupOf	C0106169
C0688246	subgroupOf	C0008223
C0688489	subgroupOf	C0011777
C0975246	subgroupOf	C0006949
C1613973	subgroupOf	C0724725
C0978185	subgroupOf	C0546869
C0977663	subgroupOf	C0020306
C0786814	subgroupOf	C0003641
C0694211	subgroupOf	C0246689
C4082678	subgroupOf	C0146224
C0687790	subgroupOf	C0001367
C0688842	subgroupOf	C0015137
C0788742	subgroupOf	C0700579
C0542713	subgroupOf	C0005038
C1178551	subgroupOf	C0005059
C0977656	subgroupOf	C0700533
C3265890	subgroupOf	C1700874
C3204566	subgroupOf	C2350089
C0977745	subgroupOf	C0021246
C2721809	subgroupOf	C0771004
C0977061	subgroupOf	C0060926
C1145742	subgroupOf	C0011777
C0939169	subgroupOf	C0700545
C0982866	subgroupOf	C0036516
C1619121	subgroupOf	C0014809
C2731795	subgroupOf	C0117996
C2955593	subgroupOf	C0041660
C1878050	subgroupOf	C0025573
C4033645	subgroupOf	C3885614
C1967893	subgroupOf	C0872894
C4282418	subgroupOf	C3245354
C0980710	subgroupOf	C0040134
C1585805	subgroupOf	C0009079
C2963143	subgroupOf	C0040867
C0688952	subgroupOf	C0061008
C2344058	subgroupOf	C0037518
C0358003	subgroupOf	C0040866
C0979422	subgroupOf	C0031379
C2961311	subgroupOf	C1456409
C3887884	subgroupOf	C0391001
C0980754	subgroupOf	C0040379
C2344609	subgroupOf	C2344609
C0976946	subgroupOf	C0016277
C0688677	subgroupOf	C0013085
C0980391	subgroupOf	C0282356
C1319650	subgroupOf	C0073393
C0708924	subgroupOf	C0600311
C1145602	subgroupOf	C0007560
C0978858	subgroupOf	C0085259
C0981624	subgroupOf	C0132776
C1711952	subgroupOf	C0546857
C0355448	subgroupOf	C0000970
C0872849	subgroupOf	C0008947
C1168676	subgroupOf	C0245519
C0976167	subgroupOf	C0011810
C4056717	subgroupOf	C4056439
C0979938	subgroupOf	C0034417
C0980041	subgroupOf	C0771826
C1968013	subgroupOf	C3864327
C0356347	subgroupOf	C0025023
C4529675	subgroupOf	C0040866
C0790952	subgroupOf	C0771004
C0688408	subgroupOf	C0009262
C0688688	subgroupOf	C0039663
C0978752	subgroupOf	C0066814
C4282197	subgroupOf	C0087000
C0709708	subgroupOf	C0039771
C0776454	subgroupOf	C0609436
C0980148	subgroupOf	C0074393
C0976341	subgroupOf	C0700583
C0980416	subgroupOf	C0038774
C2937526	subgroupOf	C0937917
C0688841	subgroupOf	C0015133
C2702461	subgroupOf	C0020740
C1540972	subgroupOf	C0014809
C0976871	subgroupOf	C0033228
C0976021	subgroupOf	C0042845
C0694191	subgroupOf	C0074414
C1572086	subgroupOf	C0355077
C0976409	subgroupOf	C0012381
C0974433	subgroupOf	C0051809
C1966484	subgroupOf	C0117996
C0979581	subgroupOf	C0026234
C0979036	subgroupOf	C0017887
C0689533	subgroupOf	C0025659
C3644441	subgroupOf	C3467876
C0693848	subgroupOf	C0286651
C1298430	subgroupOf	C0037508
C0981506	subgroupOf	C0022252
C0688101	subgroupOf	C0717537
C0691062	subgroupOf	C0064636
C0981318	subgroupOf	C0007738
C2369751	subgroupOf	C1870115
C0977106	subgroupOf	C3854019
C0978048	subgroupOf	C0064326
C0994936	subgroupOf	C0009217
C0688879	subgroupOf	C0016278
C0689384	subgroupOf	C0085217
C0982862	subgroupOf	C0035179
C4048661	subgroupOf	C0045093
C2947525	subgroupOf	C0072225
C0705969	subgroupOf	C0538927
C1762218	subgroupOf	C0014810
C0977884	subgroupOf	C0012341
C0980142	subgroupOf	C0142046
C1168668	subgroupOf	C0026187
C0979235	subgroupOf	C0030092
C0689708	subgroupOf	C0027302
C2356295	subgroupOf	C0282304
C2980754	subgroupOf	C0246415
C0978900	subgroupOf	C0282259
C0689132	subgroupOf	C0020273
C2722633	subgroupOf	C1453642
C1814286	subgroupOf	C0005088
C0689266	subgroupOf	C0282210
C2940224	subgroupOf	C0065767
C0702531	subgroupOf	C0062103
C1319728	subgroupOf	C1176316
C0977190	subgroupOf	C0017628
C1161848	subgroupOf	C0040867
C0691744	subgroupOf	C0032857
C0974830	subgroupOf	C0301370
C2955220	subgroupOf	C0004963
C4018281	subgroupOf	C1619629
C1813185	subgroupOf	C0034237
C0702301	subgroupOf	C0003166
C0982600	subgroupOf	C0053245
C2718473	subgroupOf	C2719626
C0690606	subgroupOf	C0040377
C0709706	subgroupOf	C0039771
C2725618	subgroupOf	C2722030
C0692800	subgroupOf	C0546869
C0980488	subgroupOf	C0076080
C0977582	subgroupOf	C0020268
C0979236	subgroupOf	C0030092
C0980716	subgroupOf	C0772200
C0982803	subgroupOf	C0733394
C1876539	subgroupOf	C0076080
C0980135	subgroupOf	C3489575
C3693181	subgroupOf	C1956280
C4275376	subgroupOf	C3713860
C0978104	subgroupOf	C0050940
C0979375	subgroupOf	C0700349
C0978679	subgroupOf	C0049506
C3883036	subgroupOf	C0700545
C0784758	subgroupOf	C0005308
C3194954	subgroupOf	C0008838
C0690024	subgroupOf	C0031937
C4271866	subgroupOf	C0012306
C0792562	subgroupOf	C0700480
C0976396	subgroupOf	C0700579
C4058709	subgroupOf	C0017970
C0976543	subgroupOf	C0043668
C0691222	subgroupOf	C0546853
C0692575	subgroupOf	C0005575
C1612928	subgroupOf	C0017861
C1968004	subgroupOf	C0066700
C2917464	subgroupOf	C0064113
C0978435	subgroupOf	C0353148
C0994424	subgroupOf	C0059623
C0976907	subgroupOf	C0060282
C4074399	subgroupOf	C0017970
C0976975	subgroupOf	C0016360
C0976362	subgroupOf	C0012133
C0976562	subgroupOf	C0304455
C3872142	subgroupOf	C2975435
C0689956	subgroupOf	C0031412
C0774585	subgroupOf	C0700606
C1443649	subgroupOf	C0393080
C4282630	subgroupOf	C4048919
C2709300	subgroupOf	C0440016
C0979818	subgroupOf	C0546876
C0980848	subgroupOf	C0077163
C0991591	subgroupOf	C0609436
C4080954	subgroupOf	C0025219
C0937673	subgroupOf	C0036079
C1356957	subgroupOf	C0009137
C0979427	subgroupOf	C0148932
C4282149	subgroupOf	C0087000
C0994951	subgroupOf	C0700579
C1168810	subgroupOf	C0298130
C0714062	subgroupOf	C0037494
C3535408	subgroupOf	C0009079
C0794093	subgroupOf	C0037508
C0980116	subgroupOf	C0304359
C3556742	subgroupOf	C0011707
C1694328	subgroupOf	C0700545
C2955120	subgroupOf	C0304430
C2718462	subgroupOf	C1611934
C0982672	subgroupOf	C0011707
C0978337	subgroupOf	C0065649
C0977339	subgroupOf	C0018318
C0978920	subgroupOf	C0525005
C0981617	subgroupOf	C0027996
C3244877	subgroupOf	C0033979
C0981364	subgroupOf	C0007562
C3831931	subgroupOf	C2742797
C1949272	subgroupOf	C0009079
C0690252	subgroupOf	C0034283
C1995205	subgroupOf	C0052796
C0978584	subgroupOf	C0700545
C0937429	subgroupOf	C0053229
C3709440	subgroupOf	C0036079
C0981406	subgroupOf	C0700579
C0781363	subgroupOf	C0700468
C1602418	subgroupOf	C0064906
C0982781	subgroupOf	C0087163
C1630423	subgroupOf	C0027396
C0977024	subgroupOf	C0016564
C4082930	subgroupOf	C1137427
C0982898	subgroupOf	C0304456
C1585349	subgroupOf	C0004261
C0690813	subgroupOf	C0033229
C0974942	subgroupOf	C0005308
C0975892	subgroupOf	C0354648
C0688058	subgroupOf	C0006376
C0690098	subgroupOf	C0032911
C0688613	subgroupOf	C0012319
C1576619	subgroupOf	C0949312
C0709894	subgroupOf	C0039925
C3663834	subgroupOf	C3253985
C0694310	subgroupOf	C0037732
C3247928	subgroupOf	C2931926
C0978576	subgroupOf	C0025741
C0690106	subgroupOf	C0032950
C1585141	subgroupOf	C0700442
C0785060	subgroupOf	C0055361
C3820057	subgroupOf	C0066700
C0354261	subgroupOf	C0004147
C3247439	subgroupOf	C0021936
C0690040	subgroupOf	C0032613
C0977185	subgroupOf	C0017845
C2729774	subgroupOf	C0700563
C0774583	subgroupOf	C0700548
C0980498	subgroupOf	C0076107
C4018269	subgroupOf	C1619629
C3504781	subgroupOf	C2698764
C3183501	subgroupOf	C0676831
C1966727	subgroupOf	C0040866
C0977255	subgroupOf	C0120107
C0690671	subgroupOf	C0041041
C1531657	subgroupOf	C0008273
C0980477	subgroupOf	C0288792
C0978599	subgroupOf	C0041030
C0783301	subgroupOf	C0008290
C0689030	subgroupOf	C0018546
C0688950	subgroupOf	C0016860
C0353619	subgroupOf	C0040379
C0690186	subgroupOf	C0033495
C0774468	subgroupOf	C0596005
C0975324	subgroupOf	C0007537
C0974620	subgroupOf	C0004057
C1812995	subgroupOf	C0037518
C1640780	subgroupOf	C0525678
C0978074	subgroupOf	C0064582
C0977060	subgroupOf	C0060926
C0691628	subgroupOf	C0546873
C2730036	subgroupOf	C0079691
C4020010	subgroupOf	C1967434
C0693897	subgroupOf	C0245514
C0688226	subgroupOf	C0008161
C0691451	subgroupOf	C0016410
C1615783	subgroupOf	C0700596
C0993191	subgroupOf	C0030092
C0978508	subgroupOf	C0721688
C0688487	subgroupOf	C0011707
C0975794	subgroupOf	C0009137
C0976902	subgroupOf	C0060282
C0981711	subgroupOf	C0073393
C0980161	subgroupOf	C0037129
C2722079	subgroupOf	C1723019
C0981481	subgroupOf	C0020261
C3887887	subgroupOf	C0700442
C0978170	subgroupOf	C0546869
C0976478	subgroupOf	C0034504
C0994395	subgroupOf	C0600110
C1168729	subgroupOf	C0173083
C0689141	subgroupOf	C0700533
C1876499	subgroupOf	C0700451
C3848726	subgroupOf	C3848726
C0979907	subgroupOf	C0087162
C0980713	subgroupOf	C0040134
C0978881	subgroupOf	C0027324
C1177993	subgroupOf	C0028040
C1724053	subgroupOf	C0282275
C0975594	subgroupOf	C0546857
C4082856	subgroupOf	C1522690
C4306817	subgroupOf	C1739826
C0705408	subgroupOf	C0036079
C0709733	subgroupOf	C0700579
C3497720	subgroupOf	C1718383
C0785508	subgroupOf	C0126777
C0979224	subgroupOf	C0282275
C1177913	subgroupOf	C0543448
C2724664	subgroupOf	C1527027
C4282093	subgroupOf	C0257685
C1164829	subgroupOf	C0937950
C0361232	subgroupOf	C0085149
C3265522	subgroupOf	C0037494
C1572377	subgroupOf	C0008290
C0980389	subgroupOf	C0282356
C1591417	subgroupOf	C0301329
C4049100	subgroupOf	C0771826
C0789192	subgroupOf	C0000970
C3887904	subgroupOf	C0254119
C2718512	subgroupOf	C0015846
C0773969	subgroupOf	C0065864
C0781269	subgroupOf	C0073372
C0975770	subgroupOf	C0009137
C3163639	subgroupOf	C0546864
C2725906	subgroupOf	C0005026
C0689079	subgroupOf	C0020261
C1965180	subgroupOf	C0874161
C1948862	subgroupOf	C0010977
C0978975	subgroupOf	C0028027
C0690782	subgroupOf	C0060135
C0709688	subgroupOf	C0039771
C0689207	subgroupOf	C0021246
C0981283	subgroupOf	C0005116
C0774005	subgroupOf	C0733377
C0991765	subgroupOf	C0006938
C0690133	subgroupOf	C0033215
C1964730	subgroupOf	C0169964
C2954915	subgroupOf	C0304430
C0689398	subgroupOf	C0024002
C0974651	subgroupOf	C0596005
C0691615	subgroupOf	C0025729
C0976470	subgroupOf	C0886883
C0689399	subgroupOf	C0024002
C0978497	subgroupOf	C0978494
C0980261	subgroupOf	C0037508
C1163864	subgroupOf	C0039771
C1965187	subgroupOf	C0014912
C0979392	subgroupOf	C0244718
C0689637	subgroupOf	C0026196
C0690837	subgroupOf	C0076840
C4056549	subgroupOf	C0006405
C1162065	subgroupOf	C0039601
C0980538	subgroupOf	C0039629
C4475914	subgroupOf	C0728747
C0980013	subgroupOf	C0073393
C4026421	subgroupOf	C3712232
C1164730	subgroupOf	C0009011
C0980707	subgroupOf	C0040134
C0994337	subgroupOf	C0039771
C0977607	subgroupOf	C0020268
C0977201	subgroupOf	C0017861
C0690529	subgroupOf	C0039943
C2719581	subgroupOf	C1815010
C4271111	subgroupOf	C0017887
C2980395	subgroupOf	C0008318
C0979297	subgroupOf	C0030557
C0977628	subgroupOf	C0352536
C1165147	subgroupOf	C1142985
C1614106	subgroupOf	C0144576
C0980676	subgroupOf	C0039943
C3554852	subgroupOf	C2974540
C4082681	subgroupOf	C0004482
C0689014	subgroupOf	C0079466
C0691880	subgroupOf	C0039867
C1612366	subgroupOf	C0014912
C1329806	subgroupOf	C0700579
C0689336	subgroupOf	C0023570
C0976708	subgroupOf	C0014758
C0690039	subgroupOf	C0032613
C0980463	subgroupOf	C0039245
C0690662	subgroupOf	C0003830
C0982850	subgroupOf	C0032857
C1967434	subgroupOf	C1967434
C0690642	subgroupOf	C0040879
C0707644	subgroupOf	C0079691
C0979119	subgroupOf	C0061851
C0795395	subgroupOf	C0025219
C3666427	subgroupOf	C0074281
C0693959	subgroupOf	C0288171
C4085664	subgroupOf	C4079830
C0689779	subgroupOf	C0017887
C0974856	subgroupOf	C0005026
C0687865	subgroupOf	C0002575
C0688490	subgroupOf	C0011777
C0982871	subgroupOf	C0037129
C0689573	subgroupOf	C0025815
C0975368	subgroupOf	C0007554
C0975075	subgroupOf	C0304358
C0979726	subgroupOf	C0700474
C0974977	subgroupOf	C0005575
C3855213	subgroupOf	C0022265
C0979266	subgroupOf	C0030342
C3832643	subgroupOf	C3864992
C0976227	subgroupOf	C0017725
C0977665	subgroupOf	C0020316
C0977682	subgroupOf	C0700539
C0980159	subgroupOf	C0529793
C0688626	subgroupOf	C0700579
C0977993	subgroupOf	C0282210
C1165186	subgroupOf	C0076823
C0937405	subgroupOf	C0209366
C0937156	subgroupOf	C0033979
C0789663	subgroupOf	C0169964
C0980743	subgroupOf	C0040341
C1164879	subgroupOf	C0913246
C1704358	subgroupOf	C0137440
C0974723	subgroupOf	C0004599
C0974160	subgroupOf	C0002333
C0981592	subgroupOf	C0025840
C1814960	subgroupOf	C0087000
C0981235	subgroupOf	C0000970
C0976413	subgroupOf	C0012381
C3887716	subgroupOf	C0058731
C4082656	subgroupOf	C0546866
C0980600	subgroupOf	C0039771
C1345075	subgroupOf	C0066005
C0778643	subgroupOf	C0037533
C0981254	subgroupOf	C0002575
C0979796	subgroupOf	C0033308
C0975492	subgroupOf	C0001275
C3268316	subgroupOf	C0282141
C0938628	subgroupOf	C0016360
C0976517	subgroupOf	C0114771
C0795387	subgroupOf	C0028833
C4048202	subgroupOf	C0169964
C3642849	subgroupOf	C0001367
C0689430	subgroupOf	C0700455
C0937995	subgroupOf	C0244821
C1509586	subgroupOf	C0085154
C1813943	subgroupOf	C1453933
C0358151	subgroupOf	C0037134
C3857236	subgroupOf	C3700399
C0688435	subgroupOf	C0010583
C0980266	subgroupOf	C0037508
C2729888	subgroupOf	C0546857
C0938629	subgroupOf	C0796545
C0993194	subgroupOf	C0071097
C1532444	subgroupOf	C0087000
C0783749	subgroupOf	C0065932
C1562635	subgroupOf	C0245561
C0975789	subgroupOf	C0009137
C1509487	subgroupOf	C0060926
C0976844	subgroupOf	C0851344
C0981468	subgroupOf	C0753645
C1352206	subgroupOf	C0038774
C4271544	subgroupOf	C0006931
C0774475	subgroupOf	C0004261
C3847879	subgroupOf	C0010977
C0689863	subgroupOf	C0029995
C4271869	subgroupOf	C0033405
C1341009	subgroupOf	C0282321
C0977625	subgroupOf	C0063077
C3475333	subgroupOf	C0032952
C0976477	subgroupOf	C0034504
C0976533	subgroupOf	C0165590
C2341458	subgroupOf	C0012694
C3163049	subgroupOf	C0037518
C0691272	subgroupOf	C0108121
C0707528	subgroupOf	C0010137
C0690615	subgroupOf	C0040845
C0975080	subgroupOf	C0304358
C1164804	subgroupOf	C0252643
C0704267	subgroupOf	C0009137
C0693834	subgroupOf	C0009074
C0872593	subgroupOf	C0700468
C0938788	subgroupOf	C0700579
C0688766	subgroupOf	C0014806
C0358202	subgroupOf	C0070455
C0693058	subgroupOf	C0596005
C0691919	subgroupOf	C0003968
C0975798	subgroupOf	C0282108
C0691824	subgroupOf	C0074281
C0792168	subgroupOf	C0731033
C1813589	subgroupOf	C0070570
C0980636	subgroupOf	C0770309
C0975239	subgroupOf	C0006949
C3692522	subgroupOf	C0033228
C0979454	subgroupOf	C0690825
C0692463	subgroupOf	C0027996
C2682378	subgroupOf	C0039771
C0975330	subgroupOf	C0007538
C0979848	subgroupOf	C0282321
